id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24056,Linda-a-Velha,95163,Patrícia,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.71714,-9.23967,Private room,84,2,0,,,1,365
25659,"Sunny,  Alfama  Sleeps 3 - Coeur d'Alfama",107347,Ellie,Lisboa,Santa Maria Maior,38.71167,-9.12696,Entire home/apt,60,2,96,2018-11-09,1.64,1,316
26993,Small nice apartment in the center,111686,Hans,Lisboa,Avenidas Novas,38.73075,-9.14824,Entire home/apt,80,6,6,2018-07-04,0.06,1,74
28066,ear the birds,120855,Lucia,Azambuja,Aveiras de Cima,39.14654,-8.91503,Private room,53,1,0,,,1,365
29138,Room for rent in shared house,125304,Susana,Lisboa,Areeiro,38.73634,-9.13792,Private room,71,1,0,,,1,365
29248,Apartamento Alfama com vista para o rio!,125768,Bárbara,Lisboa,Santa Maria Maior,38.71272,-9.12628,Entire home/apt,60,3,290,2019-02-12,2.93,1,363
29396,Alfama Hill - Boutique apartment,126415,Mónica,Lisboa,Santa Maria Maior,38.71239,-9.12887,Entire home/apt,60,2,200,2019-02-03,2.44,2,225
29720,TheHOUSE - Your luxury home,128075,Francisco,Lisboa,Estrela,38.71195,-9.15877,Entire home/apt,1000,2,32,2019-01-27,0.32,2,267
29915, MODERN  AND COOL APT IN LISBON,128890,Sara,Lisboa,Avenidas Novas,38.74712,-9.15286,Entire home/apt,50,7,35,2018-08-31,0.34,1,200
40817,"Chiado, Alecrim walk to Riverfront",176410,S.,Lisboa,Misericrdia,38.70953,-9.14255,Entire home/apt,40,1,317,2019-01-01,3.21,10,338
42519,apartamento do adamastor 6 - 1º.,136230,David,Lisboa,Misericrdia,38.71082,-9.1509,Entire home/apt,35,2,92,2018-08-19,1.03,11,0
48025,Apartment for renting  in Lisbon,218778,José,Lisboa,Misericrdia,38.71309,-9.14392,Entire home/apt,65,5,11,2019-01-23,0.12,5,365
48058,Small House Downtown Cascais ,218990,Pim,Cascais,Cascais e Estoril,38.6965,-9.42571,Entire home/apt,80,5,22,2019-01-04,0.47,1,140
48854,"4BR in villa, terrace, near market",222551,Dagmar,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80334,-9.37913,Entire home/apt,185,3,35,2019-01-12,0.82,1,203
49319,Cottage in farm village at seaside,224843,Ilda,Lourinh,Lourinh e Atalaia,39.25351,-9.32946,Entire home/apt,70,3,6,2016-09-13,0.11,1,365
49673,Cottage Countryside / Beaches Golf,225364,Mercês,Alenquer,Alenquer (Santo Estvo e Triana),39.06003,-9.04619,Entire home/apt,200,7,3,2018-08-26,0.10,1,347
50108,Duplex do Pipas,229376,Pipas,Lisboa,Estrela,38.70388,-9.1652,Entire home/apt,60,2,36,2018-11-09,0.41,2,333
52298,rooms free in lisbon,241711,Paulo,Lisboa,Misericrdia,38.71213,-9.14921,Entire home/apt,310,1,0,,,1,365
55116,Sonho Lisboa,259744,Miguel,Lisboa,Avenidas Novas,38.726,-9.15545,Private room,69,2,3,2018-04-07,0.10,2,365
55363,Arrendo Quarto,261438,Rute,Odivelas,Pvoa de Santo Adrio e Olival de Basto,38.79917,-9.16231,Private room,42,1,0,,,1,365
56471,Ribamar Beach Room,267647,Cristina,Mafra,Santo Isidoro,39.00186,-9.41683,Private room,30,1,22,2018-09-26,0.28,1,127
56906,Lisbon BALCONY Penthouse 15th floor,270457,Antonio,Lisboa,So Vicente,38.71903,-9.1239,Entire home/apt,40,1,124,2019-02-04,1.25,7,354
65553,The Gallery Apartment,320407,Caroline,Lisboa,Campo de Ourique,38.71843,-9.16795,Private room,45,3,149,2019-01-13,1.59,1,55
65878,Caetanos Loft,322145,João,Lisboa,Misericrdia,38.71295,-9.14739,Entire home/apt,83,2,53,2018-09-13,0.56,1,245
73910,Apartment with sea view in Cascais,387176,Sandrine,Cascais,Cascais e Estoril,38.70154,-9.43539,Entire home/apt,80,3,5,2015-06-21,0.05,1,90
75171,Art Museum Apartm - 7680/AL,184400,Justostay,Lisboa,Estrela,38.70501,-9.16348,Entire home/apt,110,4,24,2018-09-17,0.26,8,230
76132,A Romantic Renewed Apartment T1,405842,David,Lisboa,Campolide,38.72807,-9.16311,Entire home/apt,75,3,2,2018-10-31,0.32,4,312
83615,Sleep 4 - Tram 28 - 302/AL,184400,Justostay,Lisboa,Estrela,38.71255,-9.16001,Entire home/apt,85,3,18,2018-04-30,0.22,8,365
83700,Studio Cascais- Panoramic sea view,456477,Claudio,Cascais,Cascais e Estoril,38.69899,-9.43371,Entire home/apt,31,3,118,2019-02-10,1.24,2,181
84599,LV Premier Baixa PR,181902,Jose Luz,Lisboa,Santa Maria Maior,38.71178,-9.13798,Entire home/apt,83,1,66,2018-12-20,0.81,24,245
85270,Spacious Sunny Flat -Baixa/Rossio,383078,Hugo & Rita,Lisboa,Santa Maria Maior,38.71588,-9.14065,Entire home/apt,105,3,170,2019-01-27,1.81,1,298
88312,Appart lumineux coeur de Lisbonne.,482911,A.,Lisboa,Santo Antnio,38.72361,-9.1434,Entire home/apt,65,3,66,2018-10-16,0.70,1,349
88410,LISBOA PÁTRIA,483396,Miguel,Lisboa,So Vicente,38.71527,-9.12307,Entire home/apt,75,3,35,2017-09-28,0.37,1,365
89015,GREAT LUXURY HOUSE IN THE CENTER,485573,Justo,Lisboa,Misericrdia,38.7124,-9.14989,Entire home/apt,125,3,28,2019-01-04,0.31,1,325
90387,Lovely suite in downtown apartment,490050,Miguel,Lisboa,Santo Antnio,38.72138,-9.14406,Private room,46,2,270,2018-12-18,2.84,1,365
90931,NORONHA apartment - BAIRRO ALTO,184400,Justostay,Lisboa,Santo Antnio,38.71767,-9.15262,Entire home/apt,145,3,16,2018-07-25,0.19,8,363
93829,Studio near to S Jorge Castle,183877,Cristina,Lisboa,So Vicente,38.71912,-9.13058,Entire home/apt,50,1,58,2018-10-31,1.01,1,0
103252,BALCONY · Vila Berta,538753,André,Lisboa,So Vicente,38.71725,-9.13007,Entire home/apt,80,2,42,2019-01-03,1.32,10,337
104580,Quarto a estudante ou professor,544047,Sérgio,Oeiras,Barcarena,38.7462,-9.2786,Private room,17,1,9,2018-08-31,0.51,2,365
105560,Cozy room near the beach,547928,Paula,Cascais,Cascais e Estoril,38.70035,-9.38247,Private room,30,2,15,2018-10-31,1.90,1,43
107159,Noite a bordo  barco Yatch Astinor ,554343,José,Lisboa,Estrela,38.70236,-9.17488,Private room,360,1,0,,,1,365
108058,ROOM+Bathroom - 15 min to Center City (metro ROMA),557442,Fernanda,Lisboa,Alvalade,38.74802,-9.14038,Private room,26,2,70,2018-10-25,1.54,3,199
112497,Ocean View from The Sunny Flat,574017,Mateus,Cascais,Cascais e Estoril,38.69922,-9.44053,Entire home/apt,99,4,9,2017-09-02,0.10,2,274
117979,appartement neuf independant .,595941,Jean-Michel,Cascais,Alcabideche,38.71773,-9.41087,Private room,77,1,0,,,7,365
119120,Lapa 2Bdr with City and River Views,387186,Nuno,Lisboa,Estrela,38.70869,-9.16236,Entire home/apt,48,5,182,2019-01-19,1.99,9,13
120554,OLD HISTORICAL LISBON Apartment ,606629,Teresa,Lisboa,So Vicente,38.71554,-9.12571,Entire home/apt,80,2,39,2019-01-03,0.42,1,306
122572,A confortable room in a nice place,614156,Isabel,Lisboa,So Domingos de Benfica,38.75623,-9.17507,Private room,65,1,0,,,1,83
122998,Garden at Principe Real & São Bento,615634,Rita,Lisboa,Misericrdia,38.71298,-9.15115,Entire home/apt,62,3,55,2019-02-11,0.59,1,242
125431,little apartment with a big heart,623759,Dan,Lisboa,Santa Maria Maior,38.70772,-9.13324,Entire home/apt,35,4,189,2019-01-01,2.09,2,50
125536,Lisbon Center- Downtown ( Rua Augusta ),624049,Sandra,Lisboa,Santa Maria Maior,38.712,-9.13704,Entire home/apt,45,2,202,2019-01-21,2.17,3,47
125578,Lisbon Downtown Sunny Apartment ( Baixa - Rossio),624049,Sandra,Lisboa,Santa Maria Maior,38.71512,-9.13518,Entire home/apt,40,2,147,2019-01-31,1.63,3,344
125835,Rent quarter,624965,Vanessa,Vila Franca De Xira,Vila Franca de Xira,38.95722,-9.00264,Private room,50,1,0,,,1,365
125848,Historical Alfama-Pantheon Charming 1 bed flat,624278,Isabelle & Cesar,Lisboa,So Vicente,38.71523,-9.12384,Entire home/apt,69,3,120,2018-11-06,1.45,9,348
125889,An imposing luxury Bed & Breakfast,625147,Colin,Mafra,Santo Isidoro,39.01196,-9.4158,Private room,120,2,4,2018-08-15,0.07,4,365
125923,Férias em Sintra,625306,Eduardo,Sintra,Algueiro-Mem Martins,38.80689,-9.35418,Private room,40,1,0,,,1,365
126646,"Room and balcony in house, overlooking the ""Tagus""",628095,Filipe,Lisboa,Penha de Frana,38.72828,-9.13192,Private room,25,1,196,2019-01-07,3.55,4,62
127732,alugo quarto individual,632313,Paula,Oeiras,Barcarena,38.74392,-9.26698,Private room,40,1,0,,,1,365
129822,SUITE w/balcony and private bathroom,639944,Frederico E Maria,Lisboa,Parque das Naes,38.77721,-9.09592,Private room,47,1,77,2018-04-29,1.18,10,105
130301,Enjoy the nature-20mins from Lisbon,639944,Frederico E Maria,Arruda Dos Vinhos,Arruda dos Vinhos,38.98441,-9.07839,Entire home/apt,80,5,6,2017-08-22,0.20,10,364
130708,Private Room in City Center,643374,Jesse James,Lisboa,Arroios,38.71869,-9.13694,Private room,30,3,159,2018-11-09,1.73,2,344
133645,A pleasure in Lisbon,656138,Juan,Lisboa,Santa Maria Maior,38.71079,-9.13223,Entire home/apt,40,2,212,2019-02-01,2.32,2,337
133734,BED & BREAKFAST WITH A VIEW! Sintra,656540,Marianne,Sintra,Colares,38.79621,-9.47342,Private room,26,1,573,2019-02-11,6.13,1,340
134438,ALFAMA OASIS,659768,Matt,Lisboa,So Vicente,38.71955,-9.1229,Entire home/apt,50,3,161,2019-02-05,1.76,3,275
135261,Lisbon City Center 2 Bedroom Apt,663233,Leo,Lisboa,Misericrdia,38.71104,-9.14551,Entire home/apt,75,3,195,2018-12-29,2.11,6,232
136433,Near Sintra. Near Lisbon.,667914,Pe,Sintra,Algueiro-Mem Martins,38.80698,-9.34995,Private room,40,1,0,,,1,365
137054,A pleasure in Lisbon 2,656138,Juan,Lisboa,Santa Maria Maior,38.71216,-9.13113,Entire home/apt,40,2,145,2019-02-11,1.63,2,357
137461,Atalaia apartment,218778,José,Lisboa,Misericrdia,38.71363,-9.14435,Entire home/apt,65,7,2,2012-09-05,0.02,5,293
138087,S. Lourenço - Beach Lodge & Surf Ericeira,674496,Bruno,Mafra,Encarnao,39.01294,-9.42056,Entire home/apt,220,2,1,2017-08-21,0.06,2,107
138929,Regueira street Apartm 88 4floor Alfama - 28599/AL,677938,Diogo And Maria,Lisboa,Santa Maria Maior,38.71138,-9.13032,Entire home/apt,35,2,223,2019-02-10,2.41,1,254
138999,Apt Cathedral with River View,678222,Helena,Lisboa,Santa Maria Maior,38.71018,-9.13292,Entire home/apt,90,2,93,2018-08-26,1.02,3,0
140080,Apartments in Lisbon city center 1º,682628,Paulo Eduardo,Lisboa,Misericrdia,38.71246,-9.14396,Entire home/apt,116,2,27,2018-05-21,0.31,12,62
140529,atelier,684381,Mafalda,Odivelas,Pontinha e Fames,38.78072,-9.21398,Private room,45,1,0,,,1,365
141883,Historical Cascais Apartment,688914,Luis,Cascais,Cascais e Estoril,38.69579,-9.42304,Entire home/apt,52,2,12,2018-11-20,0.15,62,269
143882,Champions League for 3,697596,Raquel,Lisboa,Alvalade,38.75408,-9.16731,Entire home/apt,500,1,0,,,1,0
144396,Casa dos Sobreiros,699865,Fernando,Mafra,Venda do Pinheiro e Santo Estvo das Gals,38.87536,-9.2401,Private room,45,1,0,,,1,365
144851,Myplace-Lisbon Bairro Alto apart,701650,Mauro,Lisboa,Misericrdia,38.71095,-9.14402,Entire home/apt,90,1,45,2018-11-01,0.49,9,271
145038,Alenquer Camping & Bungalows***,702402,Luis,Torres Vedras,Carvoeira e Carmes,39.05284,-9.13162,Entire home/apt,60,2,0,,,1,365
145101,"Villa to rent, heated pool, Lisbon.",702605,Antonio,Sintra,Colares,38.82264,-9.4612,Entire home/apt,173,3,36,2018-12-28,0.46,1,125
146812,IN SINTRA World Heritage,682306,Fernanda,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.75905,-9.384,Private room,45,4,0,,,1,365
147738,Casa Castelo de S. Jorge,713828,Ana Paula,Lisboa,Santa Maria Maior,38.71613,-9.13267,Entire home/apt,80,2,9,2018-11-11,0.29,4,336
147932,Amazing  Apartment  in Lisbon,713828,Ana Paula,Lisboa,So Vicente,38.71728,-9.13104,Entire home/apt,75,2,7,2018-10-07,0.20,4,261
148344,Casa do Celeiro (architect/artist house),716185,Mary,Sintra,Colares,38.78808,-9.45999,Entire home/apt,100,3,26,2018-11-21,0.32,1,189
148511,"Fabulous apartment in Chiado, LX",716988,Miguel,Lisboa,Santa Maria Maior,38.71262,-9.14156,Entire home/apt,70,1,32,2018-10-08,0.35,1,138
149589,Charming flat in the Lisbon castle near Alfama!,721565,Ana,Lisboa,Santa Maria Maior,38.7141,-9.13473,Entire home/apt,70,2,60,2019-01-03,0.69,3,339
150895,Castelo Studio Flat,726687,Pedro,Lisboa,Santa Maria Maior,38.71151,-9.12676,Entire home/apt,60,2,75,2019-01-02,0.83,3,363
150945,Castelo Loft Apartment,726687,Pedro,Lisboa,Santa Maria Maior,38.70689,-9.13648,Entire home/apt,59,2,93,2019-01-03,1.01,3,327
151327,"Alfama, Lisboa --  'Cats House'",727771,Susana,Lisboa,Santa Maria Maior,38.71158,-9.12828,Entire home/apt,42,2,334,2019-01-13,3.62,16,298
151909,RITA'S LargeRoom/priv.WC for 2 Sintra area,731092,Teresa,Sintra,Rio de Mouro,38.75831,-9.34034,Private room,50,2,2,2017-07-09,0.09,4,365
154968,Tranquility in Principe Real.,739283,Andre,Lisboa,Misericrdia,38.7144,-9.14972,Entire home/apt,53,2,34,2018-10-28,0.37,1,0
155865,Great apartment in Lisbon!,749485,Ricardo,Lisboa,Alcntara,38.707,-9.17749,Entire home/apt,55,2,119,2018-11-03,1.29,1,349
157056,"Monte Estoril, cosy flat at bucolic neighborhood.",754495,José,Cascais,Cascais e Estoril,38.70593,-9.40886,Entire home/apt,55,25,5,2017-08-08,0.16,1,69
158255,Charming Apartment in Lisbon,743285,Antonio,Lisboa,Estrela,38.71009,-9.15388,Entire home/apt,350,31,2,2015-12-28,0.03,1,363
161268,Romantic JARDIM apt - LIFT! - (Website hidden by Airbnb) ALTO!,1554338,Luis & Sofia,Lisboa,Misericrdia,38.71527,-9.14462,Entire home/apt,90,3,191,2019-02-06,2.22,8,294
162349,Terraço Apartment,776014,Alexandre,Lisboa,Santo Antnio,38.71596,-9.15399,Entire home/apt,80,2,11,2019-01-25,1.40,4,206
162359,Apostolos Apartment,776014,Alexandre,Lisboa,Santo Antnio,38.71717,-9.15204,Entire home/apt,100,2,8,2018-08-19,0.70,4,280
162533,Charm in the heart of Lisbon!,776635,Marisa,Lisboa,Santa Maria Maior,38.71339,-9.13562,Entire home/apt,70,3,22,2018-11-08,0.26,11,301
162799,The Sunshine Duplex Cascais Beach,768759,Susana & Luis,Cascais,Cascais e Estoril,38.70663,-9.42306,Entire home/apt,32,5,80,2018-09-08,0.88,2,128
164397,Belo local muito central,784164,Manuel,Lisboa,Avenidas Novas,38.73629,-9.15215,Private room,100,1,0,,,1,365
166114,"Casa do Duque, no Centro Chiado",791812,Mário,Lisboa,Santa Maria Maior,38.71417,-9.14054,Entire home/apt,70,4,162,2018-10-12,1.99,1,327
168227,Design Studio Amoreiras,801495,Joao Cabezas,Lisboa,Campolide,38.72559,-9.164,Entire home/apt,52,4,37,2018-11-18,1.08,1,32
170657,"Designer's Apartment - Lapa, Lisbon",814003,Ricardo,Lisboa,Estrela,38.70719,-9.16154,Entire home/apt,50,2,102,2019-01-02,1.23,1,201
171077,Sea View Beach House,483337,Ana,Lourinh,Lourinh e Atalaia,39.2647,-9.33483,Entire home/apt,105,4,4,2018-07-06,0.06,1,364
172014,Bright room in art organization,820718,Marta,Lisboa,Alvalade,38.74591,-9.1361,Private room,39,2,95,2019-01-06,1.04,1,288
172455,Sunny apartment in the Heart of Lisbon,822877,Joao,Lisboa,Santa Maria Maior,38.71509,-9.13516,Entire home/apt,59,3,182,2019-01-20,2.02,4,181
172638,Duplex at old typical Lisbon - Alfama,823780,André,Lisboa,Santa Maria Maior,38.71228,-9.13037,Entire home/apt,59,3,334,2019-02-10,3.63,3,276
174529,LISBON GREAT VIEW!,833952,Filipe,Lisboa,So Vicente,38.71784,-9.13221,Entire home/apt,69,4,75,2019-01-21,0.88,1,305
176153,The White House - Historical Center,842219,Inês & António,Lisboa,Misericrdia,38.70817,-9.14368,Entire home/apt,78,1,575,2019-01-30,6.27,2,232
178515,Meet Lisboa on your foot,753902,Bruno,Lisboa,Santa Maria Maior,38.70968,-9.13277,Entire home/apt,65,3,119,2019-01-11,2.17,5,228
178524,Duplex central Apt with river view,753902,Bruno,Lisboa,Santa Maria Maior,38.71055,-9.13248,Entire home/apt,85,3,216,2019-01-04,2.38,5,230
179273,Alugo quarto com varanda e quintal,544047,Sérgio,Oeiras,Barcarena,38.74726,-9.27779,Shared room,17,1,0,,,2,0
181107,Double bed room in Anjos-Graça,867993,Filipe,Lisboa,Arroios,38.72156,-9.13266,Private room,33,3,103,2018-12-01,1.14,2,0
181219,Golden Blue Studio,412702,Ana,Lisboa,Misericrdia,38.71122,-9.15034,Entire home/apt,36,2,1,2018-11-13,0.31,1,265
184888,Caravela - Torre Sao Rafael ,887175,Tania,Lisboa,Parque das Naes,38.76821,-9.09786,Entire home/apt,115,3,14,2018-09-21,0.28,1,324
185126,CHIADO 4 - top location! heart of LISBOA,184400,Justostay,Lisboa,Santa Maria Maior,38.71252,-9.14162,Entire home/apt,150,4,16,2017-06-28,0.20,8,0
186996,Apartment Jasmim in historic center,899179,Beco Do Jasmim,Lisboa,Santa Maria Maior,38.7155,-9.13513,Entire home/apt,66,4,21,2019-02-01,0.66,3,35
187442,Alfama Balcony: Awesome Tagus View!,901710,"André, Ricardo & Luís",Lisboa,Santa Maria Maior,38.71074,-9.13134,Entire home/apt,150,2,327,2019-02-08,3.68,2,316
189676,Santa Catarina - City / river views,915146,Pedro,Lisboa,Misericrdia,38.71039,-9.14824,Entire home/apt,75,3,192,2018-12-20,2.22,3,0
190091,Top quality apartment in Amoreiras,917694,Vera,Lisboa,Campo de Ourique,38.72244,-9.15864,Entire home/apt,200,3,61,2018-08-06,0.67,1,309
193977,Room for a student/teacher.,941297,Ana,Cascais,Carcavelos e Parede,38.6991,-9.32234,Private room,35,7,0,,,1,365
194023,Single Room in Campo de Ourique,941411,Teresa,Lisboa,Campo de Ourique,38.71868,-9.16125,Private room,18,5,16,2016-08-31,0.23,10,0
196195,Large Central 2 bdr; Car Park; WiFi,951913,Manuel,Lisboa,Penha de Frana,38.72823,-9.12669,Entire home/apt,54,4,141,2019-02-07,1.60,2,195
197236,Three4Six Guesthouse - Aluguer de Casa Inteira,7054947,Monique,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69796,-9.29093,Entire home/apt,185,2,3,2018-07-10,0.06,4,260
198480,Green neighborhood close Airport,640147,Ana,Lisboa,Lumiar,38.77824,-9.15248,Entire home/apt,45,15,12,2018-09-30,0.38,1,262
199461,Romantic Apartment in the Old Town,914126,Martin,Lisboa,Santa Maria Maior,38.71138,-9.13655,Entire home/apt,95,2,50,2018-10-21,0.58,17,248
201878,gemini - up to 5 ppl apart + garage,987856,Margarida & Adriana,Lisboa,Avenidas Novas,38.74487,-9.15396,Entire home/apt,75,4,37,2018-10-04,0.41,1,228
202150,Castle-View Boutique Apartment,989393,Sandra And Gonçalo,Lisboa,Santa Maria Maior,38.71156,-9.13606,Entire home/apt,54,3,370,2019-02-08,4.07,3,5
205532,LISBON chiado W  ELEVATOR & GARDEN - 227/AL,184400,Justostay,Lisboa,Santa Maria Maior,38.71042,-9.14096,Entire home/apt,130,3,13,2018-09-20,0.19,8,365
208683,Cozy central apartment with view,753902,Bruno,Lisboa,Santa Maria Maior,38.70934,-9.13202,Entire home/apt,60,3,104,2018-12-30,1.55,5,242
210714,Typical apt in Historic Santos,1039097,Diogo,Lisboa,Estrela,38.70513,-9.16235,Entire home/apt,55,3,13,2019-01-05,0.16,8,256
211491,Apartment with terrace-City Center,1090942,Anita,Lisboa,Avenidas Novas,38.74164,-9.14896,Entire home/apt,82,80,0,,,1,358
211614,"Studio 12 Monte Estoril, Cascais PT",758277,Margarida,Cascais,Cascais e Estoril,38.7108,-9.40865,Entire home/apt,55,3,40,2018-10-19,0.49,2,304
211616,Beguinhos: A balcony over Lisbon,1091599,Francisco,Lisboa,Santa Maria Maior,38.71253,-9.12632,Entire home/apt,75,3,149,2018-11-08,1.88,1,125
212549,Awesome reviews - historic center,1096085,Carla,Lisboa,Misericrdia,38.71322,-9.14658,Entire home/apt,80,2,182,2017-10-04,2.03,1,0
214729,Lisboa alojamento de curta duração,1108485,Maria,Lisboa,Alvalade,38.75048,-9.146,Private room,30,4,17,2018-09-22,0.36,2,352
217187,Lisboa Popular,1121762,Silvia,Lisboa,Santa Maria Maior,38.71212,-9.12848,Entire home/apt,35,2,163,2019-01-01,1.81,2,291
217281,Room near the University of Lisbon,1108485,Maria,Lisboa,Alvalade,38.74891,-9.14651,Private room,22,5,0,,,2,199
218280,room with breakfast,710165,Cristina,Lisboa,Campo de Ourique,38.71606,-9.16006,Private room,28,1,0,,,1,0
218584,"Sea View  Apartment Almocageme, Sintra",1130719,Mario,Sintra,Colares,38.79325,-9.47854,Entire home/apt,78,4,16,2018-07-17,0.28,1,322
220359,Zen Central Apartment,1142308,Rui,Lisboa,Avenidas Novas,38.73524,-9.15035,Entire home/apt,54,2,96,2019-01-24,1.14,1,254
222942,Quarto com muita luz,1157493,Lígia,Lisboa,Arroios,38.73194,-9.13383,Private room,60,1,4,2018-04-29,0.18,1,230
224040,Room with a view,1165468,Nuno,Lisboa,Misericrdia,38.7096,-9.14686,Private room,55,3,11,2017-12-31,0.12,2,0
227224,Cosy in Alfama with Balcony & Wifi!,1185103,Gonçalo,Lisboa,Santa Maria Maior,38.71157,-9.12956,Entire home/apt,57,1,217,2019-02-15,2.87,3,276
229846,Alfama - Tiny penthouse  with a river view,624278,Isabelle & Cesar,Lisboa,So Vicente,38.71411,-9.12456,Entire home/apt,45,3,127,2019-01-03,1.54,9,349
231002,Single room Lisbon downtown,1207800,Marcos,Lisboa,Santo Antnio,38.716,-9.14354,Private room,22,1,154,2019-02-14,7.61,3,157
231329,Doll house,1171644,Carla,Cascais,Carcavelos e Parede,38.68727,-9.33687,Entire home/apt,35,3,75,2018-10-22,1.12,1,321
231385,Lisbon is Fado,1208572,Felipe,Lisboa,Areeiro,38.7451,-9.13853,Private room,19,1,43,2018-07-05,0.93,21,337
231468,Casa da Rita - a special place,1210169,Rita,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80611,-9.39653,Entire home/apt,152,3,30,2018-11-03,0.43,1,274
234910,Central Cascais Great Terrace 5 px,1230207,Rita,Cascais,Cascais e Estoril,38.69834,-9.41927,Entire home/apt,45,3,71,2018-12-17,0.81,1,158
235404,Incredible view over Lisbon river,1233522,Joaquina,Lisboa,Santa Maria Maior,38.71164,-9.12976,Entire home/apt,59,1,154,2018-12-14,2.24,1,350
236176,Great Penthouse Apartm with seaview,520870,Cila,Lisboa,So Vicente,38.71995,-9.12204,Entire home/apt,120,4,144,2018-12-30,1.61,3,307
239018,Sunny room in central Lisbon (double),1253359,Helena,Lisboa,Avenidas Novas,38.73608,-9.15591,Private room,30,2,245,2019-02-11,3.03,2,291
239335,Casa Penafiel,1255095,Olivier,Lisboa,Santa Maria Maior,38.71188,-9.13458,Entire home/apt,150,3,11,2018-10-02,0.55,1,247
242363,Old fashioned little sweet house,1271952,Annis,Cascais,Alcabideche,38.72138,-9.41789,Private room,65,1,0,,,1,365
244494,Chiado Apartments Lisbon Views 5A,1282676,Paulo,Lisboa,Santa Maria Maior,38.71068,-9.14101,Entire home/apt,140,3,4,2018-11-15,0.05,16,240
247954,"Ideally located, quiet and homely ",1299654,Mohammad,Sintra,Algueiro-Mem Martins,38.79713,-9.33232,Private room,40,1,0,,,1,0
248040,front row seats on the water,1009149,Joe,Cascais,Cascais e Estoril,38.69682,-9.41956,Private room,240,2,0,,,1,365
248849,Sweet Apartment in Lisbon!!! :),495593,Joana,Lisboa,Penha de Frana,38.72521,-9.13056,Entire home/apt,45,2,219,2019-01-28,2.62,2,305
249727,FAMILY HOUSE - DREAM SPOT - 2207/AL,1308681,Paulo,Sintra,Colares,38.83981,-9.46096,Entire home/apt,100,6,26,2017-07-16,0.32,1,46
250288,LISBON'S PERFECT LOCATION STUDIO,647439,Hugo,Lisboa,Santa Maria Maior,38.71358,-9.1342,Entire home/apt,44,3,332,2019-02-04,3.76,4,215
250491,Comfortable with A/C. 1min away from Rossio.,1312785,Juan,Lisboa,Arroios,38.71636,-9.13783,Entire home/apt,66,3,28,2019-01-14,0.36,16,260
250526,Trendy apartment - historic center,1313374,Joana,Lisboa,Misericrdia,38.71002,-9.15168,Entire home/apt,45,1,103,2019-02-03,1.16,1,299
252403,Wireless Room,1324737,Pedro,Sintra,Rio de Mouro,38.78955,-9.33064,Private room,40,1,0,,,1,365
252744,"Holiday House Lisbon, old town",1327000,Miguel/Mafalda,Lisboa,Misericrdia,38.71132,-9.15258,Entire home/apt,124,3,12,2018-07-24,0.14,1,260
254571,Lisbon Family Apart in BairroAlto - 5946/AL.,184400,Justostay,Lisboa,Santo Antnio,38.71703,-9.14985,Entire home/apt,350,3,71,2019-01-03,0.86,8,328
256093,Superb balcony over old Lisbon,1346663,João,Lisboa,Misericrdia,38.71002,-9.15079,Entire home/apt,59,3,267,2019-01-20,3.46,1,243
256122,Apartment in the center of Lisbon,1346813,Luis,Lisboa,Santo Antnio,38.72377,-9.1453,Entire home/apt,55,4,10,2018-04-28,0.12,1,242
256917,Beach apartment in Ericeira,1351672,Filipa,Mafra,Ericeira,38.98561,-9.41652,Entire home/apt,60,3,134,2018-10-29,1.57,1,154
257480,Loft in Alfama with river view,1354982,Maria&Pedro,Lisboa,Santa Maria Maior,38.71279,-9.12457,Entire home/apt,70,3,264,2019-01-30,3.04,1,218
257560,Top Loft Alfama!!Historic Lisbon,1328660,Pedro,Lisboa,Santa Maria Maior,38.71077,-9.129,Entire home/apt,89,3,182,2018-11-18,2.26,2,325
261300,Sintra-Eugaria:Charming with views!,776635,Marisa,Sintra,Colares,38.79462,-9.43601,Entire home/apt,80,3,32,2018-08-31,0.38,11,358
261733,"Cosy, Central & FreeWiFi BairroAlto",1373142,Sara And Sergio,Lisboa,Misericrdia,38.71244,-9.14573,Entire home/apt,64,3,275,2019-01-22,3.23,1,285
262251,Apartment in the center of Lisbon,1375871,Augusto,Lisboa,Avenidas Novas,38.7462,-9.15094,Private room,65,1,0,,,1,365
262616,Sunny Private Garden in the Centre,996180,Filipe,Lisboa,Santo Antnio,38.71749,-9.15361,Entire home/apt,109,3,47,2018-02-13,0.57,1,211
263399,Cosy Apartment in Lisbon 3 bedrooms,405842,David,Lisboa,Campolide,38.72732,-9.16373,Entire home/apt,90,4,20,2018-03-27,0.25,4,23
266042,Studio XL Cascais - Pool sea view,456477,Claudio,Cascais,Cascais e Estoril,38.69965,-9.43215,Entire home/apt,48,4,113,2018-11-30,1.36,2,1
